Scenario,Iteration,Agent Number,Targets Collected,Total Moves,Agent Happiness,Max Happiness,Min Happiness,Avg Happiness,Standard Deviation Happiness,Agent Competitiveness
1,10,1,4.0,1478.0,0.002704530087897228,0.10000000000000001,0.0,0.0078323226887300236,0.0079306342793381609,0.027045300878972278
1,10,2,4.0,1478.0,0.002704530087897228,0.013333333333333334,0.0,0.0039337194219706273,0.0018458622793259959,0.20283975659229209
1,10,3,2.0,1478.0,0.001352265043948614,0.002306805074971165,0.0,0.0011695182195277838,0.0008087282179120829,0.58620689655172409
1,10,4,3.0,1478.0,0.002028397565922921,0.058823529411764705,0.0,0.0048648857965335919,0.00586502501841989,0.034482758620689655
1,10,5,5.0,1478.0,0.0033806626098715348,0.0056657223796033997,0.0,0.0025621701578179214,0.0018383788416472418,0.59668695064232591
