Scenario,Iteration,Agent Number,Targets Collected,Total Moves,Agent Happiness,Max Happiness,Min Happiness,Avg Happiness,Standard Deviation Happiness,Agent Competitiveness
1,10,1,2.0,926.0,0.002157497303128371,0.10000000000000001,0.0,0.0082024844990464477,0.010622274961244627,0.021574973031283709
1,10,2,4.0,926.0,0.004314994606256742,0.14285714285714285,0.0,0.010265904311687514,0.011596866162835034,0.030204962243797193
1,10,3,5.0,926.0,0.005393743257820928,0.10000000000000001,0.0,0.011209737466307086,0.0098137225793430809,0.053937432578209279
1,10,4,4.0,926.0,0.004314994606256742,0.016129032258064516,0.0,0.0061650255831688953,0.0029141358743393379,0.26752966558791802
1,10,5,2.0,926.0,0.002157497303128371,0.083333333333333329,0.0,0.0048393236999314544,0.0083425038617646764,0.025889967637540451
